Week Start Date,Agency,Final Incident Type,# of Incidents Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call to FDNY Job Creation,Call to EMS Pickup,Call to Agency Job Creation,Call to Agency Dispatch,Call to Agency Arrival,Call to First Arrival (Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median FDNY Pickup,Median FDNY Job Creation,Median Ems Pickup,Median Ems Job Creation,Median Dispatch,Median Travel,Median Cumulative First Arrival  (Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
08/29/2016,NYPD,2. Serious,"2,338",3.33,121.78,,,,,249.81,542.69,524.59,3,94,,,,,80,181,396.5,4.88,2.13,,,1.97,0.06,,
08/29/2016,NYPD,3. Non-Critical,861,3.44,162.28,,,,,434.43,"1,075.06","1,051.32",3,134,,,,,117,341,696,10.68,4.54,,,2.65,0.06,,
08/29/2016,NYPD (Non-CIP),Alarms,"2,300",3.34,122.33,,,,,728.21,"2,806.99","2,806.61",3,104,,,,,265.5,"1,064.5","1,738",34.65,10.10,,,1.98,0.06,,
08/29/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,397",3.31,177.04,,,,,699.05,"1,958.58","1,950.93",3,151,,,,,206,580,"1,130",20.99,8.70,,,2.90,0.06,,
08/29/2016,NYPD (Non-CIP),Dispute,"5,452",3.30,175.09,,,,,821.85,"2,653.88","2,639.21",3,146,,,,,226,811,"1,529.5",30.53,10.78,,,2.86,0.05,,
08/29/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,371,3.41,116.81,,,,,276.16,"2,169.95","1,204.56",3,83,,,,,80,"1,026",401,31.56,2.66,,,1.89,0.06,,
08/29/2016,NYPD (Non-CIP),Other Crimes (In Progress),"2,562",3.32,157.93,,,,,423.85,991.57,984.59,3,131,,,,,110,322,660,9.46,4.43,,,2.58,0.06,,
08/29/2016,NYPD (Non-CIP),Past Crime,"3,422",3.15,207.05,,,,,912.73,"3,709.65","3,657.35",3,173,,,,,267,"1,469","2,279",46.62,11.76,,,3.40,0.05,,
08/29/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,209,3.33,89.81,,,,,437.99,"1,688.45","1,679.22",3,73,,,,,115,771,"1,221",20.84,5.80,,,1.44,0.06,,
08/29/2016,NYPD (Non-CIP),Possible Crimes,"6,642",3.28,162.96,,,,,741.60,"2,547.88","2,469.84",3,127.5,,,,,206,819.5,"1,390",30.10,9.64,,,2.66,0.05,,
08/29/2016,NYPD (Non-CIP),Vehicle Accident,"3,443",2.95,172.72,,,,,935.69,"3,772.48","3,717.18",3,143,,,,,317,"1,778","2,558",47.28,12.72,,,2.83,0.05,,
08/22/2016,EMS,1. Life Threating Med Emergencies,"9,292",3.70,64.07,,,68.99,126.85,163.93,522.47,460.88,3,66,,,9.5,40,84.5,312,398.5,5.98,1.52,0.87,0.11,1.01,0.06,,
08/22/2016,EMS,2. Non-Life Threatening Med Emergencies,"13,482",3.65,78.01,,,84.24,137.81,197.95,687.15,619.22,3,79.5,,,10.5,45.5,95,421,538.75,8.15,1.89,0.84,0.13,1.24,0.06,,
08/22/2016,FDNY,1. Structural Fires,246,3.57,84.07,,,,,96.44,299.72,298.37,3,64,,,,,10,197.5,278.5,3.39,0.21,,,1.34,0.06,,
08/22/2016,FDNY,2. Non-Structural Fires,222,3.79,79.91,,,,,93.52,340.69,336.79,3,64.5,,,,,11,231,318.5,4.12,0.23,,,1.27,0.06,,
08/22/2016,FDNY,3. Medical Emergencies,"2,888",3.51,175.86,,,69.59,172.08,199.35,462.59,402.40,3,108,,,5,46,7,248,374,4.39,0.39,1.74,0.09,2.87,0.06,,
08/22/2016,FDNY,4. Non-Medical Emergencies,"2,658",3.64,198.18,,,,,214.10,513.12,466.90,3,80,,,,,12,267,381,4.98,0.27,,,3.24,0.06,,
08/22/2016,NYPD,1. Critical,"1,301",3.77,120.84,,,,,230.94,442.48,418.47,3,90,,,,,66,140,333,3.53,1.83,,,1.95,0.06,,
08/22/2016,NYPD,2. Serious,"2,443",3.56,125.52,,,,,261.59,560.42,544.94,3,94,,,,,78,186,411,4.98,2.27,,,2.03,0.06,,
08/22/2016,NYPD,3. Non-Critical,865,3.83,166.73,,,,,462.05,"1,117.71","1,114.73",3,142,,,,,120,389,741,10.93,4.92,,,2.71,0.06,,
08/22/2016,NYPD (Non-CIP),Alarms,"2,374",3.45,121.86,,,,,734.92,"2,949.85","2,949.85",3,104,,,,,260,"1,108","1,800.5",36.92,10.22,,,1.97,0.06,,
08/22/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,441",3.65,181.22,,,,,843.03,"2,234.41","2,220.84",3,156,,,,,226,664,"1,309",23.19,11.03,,,2.96,0.06,,
08/22/2016,NYPD (Non-CIP),Dispute,"5,518",3.63,175.15,,,,,882.55,"2,770.22","2,755.70",3,148,,,,,250.5,806,"1,578",31.46,11.79,,,2.86,0.06,,
08/22/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,389,3.54,125.45,,,,,257.09,"1,905.00",938.28,3,87,,,,,65,986,392,27.47,2.19,,,2.03,0.06,,
08/22/2016,NYPD (Non-CIP),Other Crimes (In Progress),"2,599",3.61,163.14,,,,,420.66,987.35,976.51,3,132,,,,,109,335,662,9.44,4.29,,,2.66,0.06,,
08/22/2016,NYPD (Non-CIP),Past Crime,"3,516",3.32,210.62,,,,,957.78,"3,748.18","3,656.30",3,176,,,,,274.5,"1,493","2,387.5",46.51,12.45,,,3.45,0.06,,
08/22/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,214,3.75,101.48,,,,,489.64,"1,621.04","1,613.28",3,82.5,,,,,111,661,"1,106.5",18.86,6.47,,,1.63,0.06,,
08/22/2016,NYPD (Non-CIP),Possible Crimes,"6,473",3.60,162.84,,,,,806.67,"2,714.63","2,621.34",3,127,,,,,225,869,"1,467",31.80,10.73,,,2.65,0.06,,
08/22/2016,NYPD (Non-CIP),Vehicle Accident,"3,768",3.16,169.36,,,,,960.79,"3,933.86","3,872.49",3,141,,,,,329.5,"1,857.5","2,653.5",49.55,13.19,,,2.77,0.05,,
08/15/2016,EMS,1. Life Threating Med Emergencies,"9,792",3.59,60.95,,,65.87,119.41,158.34,525.75,462.77,3,66,,,9.5,38.5,83.5,314,398,6.12,1.49,0.81,0.11,0.96,0.06,,
08/15/2016,EMS,2. Non-Life Threatening Med Emergencies,"13,862",3.59,74.97,,,81.10,127.93,202.68,720.23,639.99,3,80.5,,,10,44.5,94.5,441,538.5,8.63,1.98,0.71,0.13,1.19,0.06,,
08/15/2016,FDNY,1. Structural Fires,240,3.69,79.55,,,,,92.97,292.83,287.15,3,64,,,,,11,198,282.5,3.33,0.22,,,1.26,0.06,,
08/15/2016,FDNY,2. Non-Structural Fires,179,3.57,98.47,,,,,113.91,356.09,353.18,3,68,,,,,12,228,326,4.04,0.26,,,1.58,0.06,,
08/15/2016,FDNY,3. Medical Emergencies,"3,179",3.51,184.70,,,70.40,180.81,213.85,480.04,406.94,3,107,,,5,43,7,247,369,4.44,0.49,1.88,0.08,3.02,0.06,,
08/15/2016,FDNY,4. Non-Medical Emergencies,"3,137",3.74,195.56,,,,,212.39,514.15,477.40,3,82,,,,,12,271.5,387,5.03,0.28,,,3.20,0.06,,
08/15/2016,NYPD,1. Critical,"1,186",3.69,121.45,,,,,222.31,454.18,428.28,3,92,,,,,70,140,338,3.86,1.68,,,1.96,0.06,,
08/15/2016,NYPD,2. Serious,"2,326",3.59,124.14,,,,,256.12,564.03,537.77,3,95,,,,,82,197,415,5.13,2.20,,,2.01,0.06,,
08/15/2016,NYPD,3. Non-Critical,910,3.60,169.55,,,,,546.05,"1,249.79","1,235.31",3,144.5,,,,,129.5,391.5,785,11.73,6.27,,,2.77,0.06,,
08/15/2016,NYPD (Non-CIP),Alarms,"2,474",3.65,125.16,,,,,825.28,"3,061.38","3,061.38",3,105,,,,,301.5,"1,093","1,855",37.27,11.67,,,2.03,0.06,,
08/15/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,420",3.42,172.42,,,,,788.08,"2,190.43","2,173.14",3,147,,,,,220.5,615.5,"1,242.5",23.37,10.26,,,2.82,0.06,,
08/15/2016,NYPD (Non-CIP),Dispute,"5,650",3.56,176.89,,,,,952.79,"2,881.00","2,857.14",3,149,,,,,248,849,"1,694.5",32.14,12.93,,,2.89,0.06,,
08/15/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,403,3.54,122.75,,,,,259.88,"2,243.43","1,106.68",3,88,,,,,62,"1,134",407,33.06,2.29,,,1.99,0.06,,
08/15/2016,NYPD (Non-CIP),Other Crimes (In Progress),"2,624",3.66,157.77,,,,,417.48,988.42,983.37,3,126,,,,,119,317,665,9.52,4.33,,,2.57,0.06,,
08/15/2016,NYPD (Non-CIP),Past Crime,"3,617",3.33,204.90,,,,,"1,017.51","3,951.42","3,903.97",3,175,,,,,302,"1,553","2,409",48.90,13.54,,,3.36,0.06,,
08/15/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,231,3.45,93.36,,,,,418.03,"1,721.44","1,705.00",3,79,,,,,138,813,"1,169",21.72,5.41,,,1.50,0.06,,
08/15/2016,NYPD (Non-CIP),Possible Crimes,"6,686",3.60,162.95,,,,,852.79,"2,815.70","2,717.78",3,128,,,,,239,878,"1,485",32.72,11.50,,,2.66,0.06,,
08/15/2016,NYPD (Non-CIP),Vehicle Accident,"3,485",3.14,166.39,,,,,"1,001.13","4,081.26","4,007.17",3,140,,,,,359,"1,922","2,783",51.34,13.91,,,2.72,0.05,,
08/08/2016,EMS,1. Life Threating Med Emergencies,"10,057",4.07,61.97,,,66.83,123.98,163.76,531.42,466.89,3,65,,,10,40.5,85,319,400.5,6.13,1.55,0.85,0.10,0.97,0.07,,
08/08/2016,EMS,2. Non-Life Threatening Med Emergencies,"14,241",4.06,75.17,,,81.52,131.24,201.41,714.23,634.59,3,79,,,10,45.5,95.5,440,537.5,8.55,1.93,0.72,0.13,1.19,0.07,,
08/08/2016,FDNY,1. Structural Fires,255,3.93,77.69,,,,,91.01,291.97,287.28,3,65,,,,,11,193,280,3.35,0.22,,,1.23,0.07,,
08/08/2016,FDNY,2. Non-Structural Fires,221,3.46,87.70,,,,,104.38,361.38,357.29,3,65,,,,,12,236,332,4.28,0.28,,,1.40,0.06,,
08/08/2016,FDNY,3. Medical Emergencies,"3,414",4.07,176.32,,,69.72,172.51,203.98,473.43,403.35,3,107,,,5,45,7,251,375,4.49,0.46,1.75,0.09,2.87,0.07,,
08/08/2016,FDNY,4. Non-Medical Emergencies,"3,486",4.28,195.16,,,,,213.22,522.69,483.18,3,76,,,,,12,273,383,5.16,0.30,,,3.18,0.07,,
08/08/2016,NYPD,1. Critical,"1,088",4.03,115.41,,,,,232.45,419.88,397.00,3,85,,,,,70,137,325,3.12,1.95,,,1.86,0.07,,
08/08/2016,NYPD,2. Serious,"2,297",3.76,116.66,,,,,255.35,552.51,521.75,3,85,,,,,83,198,409,4.95,2.31,,,1.88,0.06,,
08/08/2016,NYPD,3. Non-Critical,914,3.80,153.49,,,,,430.42,"1,091.14","1,081.27",3,127,,,,,125,372.5,732,11.01,4.62,,,2.49,0.06,,
08/08/2016,NYPD (Non-CIP),Alarms,"2,465",4.12,124.90,,,,,859.16,"2,996.86","2,996.45",3,106,,,,,319,"1,073","1,855",35.63,12.24,,,2.01,0.07,,
08/08/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,320",4.05,172.74,,,,,805.03,"2,216.66","2,201.55",3,148,,,,,225,599,"1,196",23.53,10.54,,,2.81,0.07,,
08/08/2016,NYPD (Non-CIP),Dispute,"5,657",4.02,175.74,,,,,936.18,"2,838.27","2,821.40",3,147,,,,,255,848,"1,626",31.70,12.67,,,2.86,0.07,,
08/08/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,384,4.20,119.89,,,,,285.08,"2,098.19","1,046.64",3,86.5,,,,,69.5,946,395,30.22,2.75,,,1.93,0.07,,
08/08/2016,NYPD (Non-CIP),Other Crimes (In Progress),"2,459",4.19,155.25,,,,,432.57,"1,033.58","1,027.59",3,127,,,,,120,328,671,10.02,4.62,,,2.52,0.07,,
08/08/2016,NYPD (Non-CIP),Past Crime,"3,486",3.60,200.83,,,,,"1,040.70","3,865.49","3,781.32",3,168,,,,,300,"1,470.5","2,313",47.08,14.00,,,3.29,0.06,,
08/08/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,203,3.95,100.95,,,,,457.67,"1,615.69","1,613.33",3,82,,,,,150,685,"1,129",19.30,5.95,,,1.62,0.07,,
08/08/2016,NYPD (Non-CIP),Possible Crimes,"6,656",3.96,159.53,,,,,855.33,"2,772.00","2,640.31",3,125,,,,,254,857,"1,450",31.94,11.60,,,2.59,0.07,,
08/08/2016,NYPD (Non-CIP),Shot Spotter,1,4.00,65.00,,,,,103.00,114.00,114.00,4,61,,,,,38,11,114,0.18,0.63,,,1.02,0.07,,
08/08/2016,NYPD (Non-CIP),Vehicle Accident,"3,624",3.20,164.46,,,,,"1,015.29","4,149.87","4,056.82",3,139,,,,,364,"1,924","2,741.5",52.24,14.18,,,2.69,0.05,,
08/01/2016,EMS,1. Life Threating Med Emergencies,"9,613",3.79,59.57,,,64.37,118.30,154.88,517.15,452.88,3,63,,,10,39.5,82.25,319,388,6.04,1.45,0.81,0.10,0.93,0.06,,
08/01/2016,EMS,2. Non-Life Threatening Med Emergencies,"13,457",3.78,77.30,,,83.27,137.24,197.25,684.77,611.32,3,79.5,,,10,45,92.5,415,524,8.13,1.81,0.79,0.13,1.23,0.06,,
08/01/2016,FDNY,1. Structural Fires,237,3.98,80.63,,,,,94.19,296.70,294.34,3,62,,,,,10,196,278,3.38,0.23,,,1.28,0.07,,
08/01/2016,FDNY,2. Non-Structural Fires,173,3.87,80.21,,,,,92.65,343.62,332.20,3,57,,,,,10,234,312,4.18,0.21,,,1.27,0.06,,
08/01/2016,FDNY,3. Medical Emergencies,"3,270",3.74,160.21,,,68.81,156.81,190.57,459.50,398.71,3,106,,,5,45,7,252,372,4.48,0.51,1.50,0.09,2.61,0.06,,
08/01/2016,FDNY,4. Non-Medical Emergencies,"2,916",3.94,214.46,,,,,232.61,529.84,465.73,3,78,,,,,12,266,379,4.95,0.30,,,3.51,0.07,,
08/01/2016,NYPD,1. Critical,"1,187",3.86,112.60,,,,,207.60,416.74,399.97,3,83,,,,,64,143,323,3.49,1.58,,,1.81,0.06,,
08/01/2016,NYPD,2. Serious,"2,249",3.88,113.97,,,,,245.36,548.80,529.71,3,87,,,,,75,191,402,5.06,2.19,,,1.83,0.06,,
08/01/2016,NYPD,3. Non-Critical,986,3.61,153.24,,,,,427.84,"1,099.18","1,089.33",3,124,,,,,120,379.5,713.5,11.19,4.58,,,2.49,0.06,,
08/01/2016,NYPD (Non-CIP),Alarms,"2,296",3.77,125.80,,,,,800.64,"3,047.79","3,047.79",3,104,,,,,294,"1,143.5","1,853.5",37.45,11.25,,,2.03,0.06,,
08/01/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,353",3.72,167.12,,,,,786.79,"2,171.17","2,159.53",3,147,,,,,218,564,"1,210",23.07,10.33,,,2.72,0.06,,
08/01/2016,NYPD (Non-CIP),Dispute,"5,743",3.84,170.30,,,,,853.70,"2,699.79","2,683.64",3,144,,,,,226,820,"1,577",30.77,11.39,,,2.77,0.06,,
08/01/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,398,3.92,120.67,,,,,324.21,"2,049.21",973.07,3,88,,,,,80.5,"1,066.5",402.5,28.75,3.39,,,1.95,0.07,,
08/01/2016,NYPD (Non-CIP),Other Crimes (In Progress),"2,621",3.82,150.80,,,,,418.01,990.98,987.57,3,125,,,,,111,317,667,9.55,4.45,,,2.45,0.06,,
08/01/2016,NYPD (Non-CIP),Past Crime,"3,446",3.46,196.74,,,,,963.19,"3,817.28","3,751.41",3,165.5,,,,,274.5,"1,541","2,352.5",47.57,12.77,,,3.22,0.06,,
08/01/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,223,3.82,104.65,,,,,524.57,"1,842.46","1,825.67",3,88,,,,,140,809,"1,286",21.96,7.00,,,1.68,0.06,,
08/01/2016,NYPD (Non-CIP),Possible Crimes,"6,761",3.78,156.80,,,,,768.41,"2,714.36","2,644.57",3,126,,,,,219,875,"1,480",32.43,10.19,,,2.55,0.06,,
08/01/2016,NYPD (Non-CIP),Vehicle Accident,"3,451",3.18,162.41,,,,,945.32,"3,954.39","3,910.51",3,135,,,,,336,"1,827","2,676",50.15,13.05,,,2.65,0.05,,
07/25/2016,EMS,1. Life Threating Med Emergencies,"9,796",4.59,61.75,,,66.57,123.51,161.39,529.95,465.22,3,65.5,,,10,40.5,85,317.5,397,6.14,1.50,0.84,0.10,0.96,0.08,,
07/25/2016,EMS,2. Non-Life Threatening Med Emergencies,"13,851",4.62,76.63,,,82.83,138.67,196.64,698.24,624.10,3,78.5,,,10.5,46.5,95.5,429,532,8.36,1.83,0.82,0.13,1.20,0.08,,
07/25/2016,FDNY,1. Structural Fires,271,4.88,73.94,,,,,88.01,291.82,288.90,3,63,,,,,10,200,281,3.40,0.23,,,1.15,0.08,,
07/25/2016,FDNY,2. Non-Structural Fires,182,5.41,119.18,,,,,134.46,389.82,352.64,3,60,,,,,11,234,319,4.26,0.25,,,1.90,0.09,,
07/25/2016,FDNY,3. Medical Emergencies,"3,279",4.68,173.55,,,70.05,169.80,199.88,469.13,403.69,3,107,,,5,45,7,251,370,4.49,0.44,1.70,0.09,2.81,0.08,,
07/25/2016,FDNY,4. Non-Medical Emergencies,"3,263",4.85,207.55,,,,,242.56,548.75,505.80,3,78,,,,,12,270,383,5.10,0.58,,,3.38,0.08,,
07/25/2016,NYPD,1. Critical,"1,124",4.63,113.96,,,,,215.35,426.61,401.07,3,84,,,,,63,141,332,3.52,1.69,,,1.82,0.08,,
07/25/2016,NYPD,2. Serious,"2,225",4.61,115.65,,,,,239.72,548.36,527.94,3,90,,,,,74,196,414,5.14,2.07,,,1.85,0.08,,
07/25/2016,NYPD,3. Non-Critical,869,4.61,153.78,,,,,447.64,"1,169.15","1,166.27",3,131,,,,,113,372,731,12.03,4.90,,,2.49,0.08,,
07/25/2016,NYPD (Non-CIP),Alarms,"2,524",4.91,125.71,,,,,"1,023.45","3,206.91","3,206.84",3,104,,,,,310,"1,056","1,833",36.39,14.96,,,2.01,0.08,,
07/25/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,350",4.56,169.27,,,,,839.36,"2,226.39","2,212.38",3,147,,,,,237,629,"1,305.5",23.12,11.17,,,2.75,0.08,,
07/25/2016,NYPD (Non-CIP),Dispute,"5,646",4.43,169.87,,,,,979.93,"2,819.90","2,807.75",3,141,,,,,255,839,"1,628.5",30.67,13.50,,,2.76,0.07,,
07/25/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,404,5.15,117.64,,,,,259.56,"2,273.74","1,126.89",3,87.5,,,,,74,"1,053",417.5,33.57,2.37,,,1.87,0.09,,
07/25/2016,NYPD (Non-CIP),Other Crimes (In Progress),"2,447",4.49,154.37,,,,,445.93,"1,030.94","1,026.79",3,127,,,,,112,333,677,9.75,4.86,,,2.50,0.07,,
07/25/2016,NYPD (Non-CIP),Past Crime,"3,421",3.91,195.58,,,,,"1,050.11","4,077.93","3,990.45",3,165,,,,,313,"1,573","2,435",50.46,14.24,,,3.19,0.07,,
07/25/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,169,5.25,106.95,,,,,463.80,"1,795.93","1,795.93",3,85,,,,,143,804,"1,239",22.20,5.95,,,1.69,0.09,,
07/25/2016,NYPD (Non-CIP),Possible Crimes,"6,754",4.55,154.97,,,,,875.60,"2,811.16","2,683.06",3,123,,,,,245,889,"1,510",32.26,12.01,,,2.51,0.08,,
07/25/2016,NYPD (Non-CIP),Vehicle Accident,"3,969",3.64,163.45,,,,,"1,044.12","4,071.17","3,990.03",3,136,,,,,353,"1,859","2,747",50.45,14.68,,,2.66,0.06,,
07/18/2016,EMS,1. Life Threating Med Emergencies,"9,953",4.32,61.05,,,65.77,121.51,161.31,528.99,462.39,3,61.5,,,9,40,84,316.5,393,6.13,1.50,0.81,0.10,0.95,0.07,,
07/18/2016,EMS,2. Non-Life Threatening Med Emergencies,"13,837",4.29,76.85,,,82.69,132.82,206.55,722.52,644.29,3,82,,,9.5,46.5,95,437.75,541.5,8.60,1.97,0.72,0.13,1.21,0.07,,
07/18/2016,FDNY,1. Structural Fires,272,3.92,78.90,,,,,93.16,292.20,286.54,3,61,,,,,11,193,272.5,3.32,0.24,,,1.25,0.07,,
07/18/2016,FDNY,2. Non-Structural Fires,254,4.47,86.59,,,,,101.37,351.94,346.46,3,63,,,,,10,233,317,4.18,0.25,,,1.37,0.07,,
07/18/2016,FDNY,3. Medical Emergencies,"3,393",4.37,171.26,,,69.80,167.63,200.63,464.98,400.27,3,108,,,5,45,7,245,369,4.41,0.49,1.67,0.09,2.78,0.07,,
07/18/2016,FDNY,4. Non-Medical Emergencies,"3,300",4.84,264.90,,,,,284.90,600.44,549.33,3,80,,,,,12,277,393,5.26,0.33,,,4.33,0.08,,
07/18/2016,NYPD,1. Critical,"1,256",4.01,111.72,,,,,212.96,424.56,403.59,3,83,,,,,64,142,330.5,3.53,1.69,,,1.80,0.07,,
07/18/2016,NYPD,2. Serious,"2,370",4.21,120.32,,,,,253.97,548.28,525.29,3,91,,,,,81,187,404.5,4.91,2.23,,,1.94,0.07,,
07/18/2016,NYPD,3. Non-Critical,968,3.87,159.66,,,,,457.35,"1,114.32","1,101.70",3,136,,,,,121.5,352,709.5,10.95,4.96,,,2.60,0.06,,
07/18/2016,NYPD (Non-CIP),Alarms,"2,473",4.46,127.17,,,,,851.66,"2,916.23","2,916.23",3,106,,,,,316,"1,039","1,821",34.41,12.07,,,2.05,0.07,,
07/18/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,410",4.45,173.85,,,,,804.97,"2,183.18","2,175.48",3,152,,,,,212,632,"1,286.5",22.97,10.52,,,2.82,0.07,,
07/18/2016,NYPD (Non-CIP),Dispute,"5,674",4.19,173.27,,,,,962.13,"2,845.61","2,827.29",3,146,,,,,246,829.5,"1,601",31.39,13.15,,,2.82,0.07,,
07/18/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,418,4.70,131.85,,,,,297.33,"2,096.97","1,195.30",3,96,,,,,73,"1,015",453,29.99,2.76,,,2.12,0.08,,
07/18/2016,NYPD (Non-CIP),Other Crimes (In Progress),"2,659",4.28,159.68,,,,,456.03,"1,046.38","1,038.37",3,131,,,,,114,313,663,9.84,4.94,,,2.59,0.07,,
07/18/2016,NYPD (Non-CIP),Past Crime,"3,501",3.76,198.82,,,,,"1,070.19","3,880.36","3,775.85",3,169,,,,,311,"1,456","2,356",46.84,14.52,,,3.25,0.06,,
07/18/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,232,4.91,102.23,,,,,516.27,"1,685.88","1,657.06",3,78.5,,,,,149.5,677,"1,163",19.49,6.90,,,1.62,0.08,,
07/18/2016,NYPD (Non-CIP),Possible Crimes,"6,951",4.39,159.42,,,,,852.08,"2,785.76","2,659.39",3,127,,,,,236,891,"1,495",32.23,11.54,,,2.58,0.07,,
07/18/2016,NYPD (Non-CIP),Vehicle Accident,"4,009",3.39,165.53,,,,,"1,046.81","4,047.34","3,970.12",3,139,,,,,358,"1,891","2,798",50.01,14.69,,,2.70,0.06,,
07/11/2016,EMS,1. Life Threating Med Emergencies,"10,023",4.17,62.02,,,67.03,125.62,164.25,533.04,464.94,3,64.5,,,10,41.5,87,319.75,399.75,6.15,1.53,0.85,0.11,0.97,0.07,,
07/11/2016,EMS,2. Non-Life Threatening Med Emergencies,"13,900",4.18,74.64,,,81.07,132.51,202.15,717.64,638.15,3,78,,,10.5,47.5,98,435,535.5,8.59,1.95,0.75,0.14,1.18,0.07,,
07/11/2016,FDNY,1. Structural Fires,261,4.19,75.41,,,,,89.21,288.84,286.68,3,61,,,,,11,191,275,3.33,0.23,,,1.19,0.07,,
07/11/2016,FDNY,2. Non-Structural Fires,168,4.64,94.32,,,,,110.14,361.63,353.18,3,59.5,,,,,11.5,235.5,323,4.19,0.26,,,1.49,0.08,,
07/11/2016,FDNY,3. Medical Emergencies,"3,458",4.20,172.70,,,69.64,168.88,203.29,466.08,397.10,3,105,,,5,43,7,248,373,4.38,0.51,1.69,0.08,2.81,0.07,,
07/11/2016,FDNY,4. Non-Medical Emergencies,"3,140",4.51,214.19,,,,,231.47,535.57,487.99,3,78,,,,,12,268,379,5.07,0.29,,,3.49,0.08,,
07/11/2016,NYPD,1. Critical,"1,232",4.54,116.59,,,,,215.80,440.21,416.65,3,87,,,,,68,146.5,329,3.74,1.65,,,1.87,0.08,,
07/11/2016,NYPD,2. Serious,"2,345",4.16,119.72,,,,,255.82,566.52,535.37,3,91,,,,,82,195,425,5.18,2.27,,,1.93,0.07,,
07/11/2016,NYPD,3. Non-Critical,991,4.07,163.41,,,,,443.05,"1,119.86","1,108.05",3,137,,,,,112,352,689,11.28,4.66,,,2.66,0.07,,
07/11/2016,NYPD (Non-CIP),Alarms,"2,398",4.26,129.05,,,,,923.99,"3,106.43","3,105.29",3,106,,,,,309,"1,065.5","1,792",36.37,13.25,,,2.08,0.07,,
07/11/2016,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,466",4.28,170.03,,,,,894.42,"2,234.53","2,222.96",3,146,,,,,204.5,597,"1,219.5",22.34,12.07,,,2.76,0.07,,
07/11/2016,NYPD (Non-CIP),Dispute,"5,706",4.13,174.32,,,,,982.98,"2,840.38","2,821.02",3,147,,,,,252,843,"1,657.5",30.96,13.48,,,2.84,0.07,,
07/11/2016,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,398,4.04,128.74,,,,,252.93,"2,166.54","1,102.14",3,100,,,,,62,"1,020",438,31.89,2.07,,,2.08,0.07,,
07/11/2016,NYPD (Non-CIP),Other Crimes (In Progress),"2,445",4.16,157.48,,,,,436.16,"1,053.83","1,048.51",3,128,,,,,114,330,678,10.29,4.64,,,2.56,0.07,,
07/11/2016,NYPD (Non-CIP),Past Crime,"3,475",3.62,198.84,,,,,"1,088.15","3,996.99","3,932.29",3,168,,,,,297,"1,517","2,398",48.48,14.82,,,3.25,0.06,,
07/11/2016,NYPD (Non-CIP),Police Officer/Security Holding Suspect,210,4.88,103.37,,,,,568.40,"2,005.20","1,980.71",3,80.5,,,,,140.5,837.5,"1,302.5",23.95,7.75,,,1.64,0.08,,
07/11/2016,NYPD (Non-CIP),Possible Crimes,"6,909",4.10,158.14,,,,,863.88,"2,796.65","2,699.24",3,126.5,,,,,226,874,"1,452",32.21,11.76,,,2.57,0.07,,
07/11/2016,NYPD (Non-CIP),Vehicle Accident,"3,848",3.33,165.28,,,,,"1,116.15","4,188.91","4,099.76",3,141,,,,,352,"1,935","2,777",51.21,15.85,,,2.70,0.06,,
07/04/2016,EMS,1. Life Threating Med Emergencies,"9,616",3.63,61.20,,,66.22,120.24,161.29,528.45,464.08,3,64,,,10.5,40.5,86,322.5,398,6.12,1.55,0.83,0.11,0.96,0.06,,
07/04/2016,EMS,2. Non-Life Threatening Med Emergencies,"13,545",3.62,75.76,,,82.11,132.40,206.09,709.42,628.89,3,78.5,,,11,46,95,432,532.5,8.39,2.01,0.76,0.13,1.21,0.06,,
